id,arquivo,modelo,prompt_name,Encontrados dos Selecionados da revisão,Encontrados do Total da revisão,Total da pesquisa,Selecionados/Total_revisao,Selecionados/Total_busca,Revisao/Total_busca,F1 Score,article,answer,execution_time
19,acm (19).bib,mistral-nemo:latest,prompt0,5,12,134,0.5643,3.7313,8.9552,0.0526777875329236,Cost-efficient sampling for performance prediction of configurable systems,"(""configurable systems"" OR ""software product line"" OR ""SPL"") AND (""performance prediction"" OR ""sampling strategies"" OR ""measurement effort"")",5.18
2,acm (2).bib,gemma3:12b,prompt0,0,5,915,0.0,0.0,0.5464,0.0,Machine learning techniques to predict software defect,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"" OR ""neural network"" OR ""PNN"" OR ""CART"" OR ""J48"" OR ""data mining"") AND (""software defect"" OR ""defect prediction"" OR ""fault prediction"" OR ""bug prediction"" OR ""fault detection"" OR ""error prediction"") AND (""source code"" OR ""code metrics"" OR ""software project"" OR ""project management"")",25.98
20,acm (20).bib,mistral-nemo:latest,prompt1,0,1,791,0.0,0.0,0.1264,0.0,SPL Conqueror: Toward optimization of non-functional properties in software product lines,"(""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"") AND (""non-functional properties"" OR ""NFP"" OR ""quality attributes"" OR ""performance optimization"" OR ""footprint optimization"" OR ""energy optimization"")",9.44
21,acm (21).bib,mistral-nemo:latest,prompt1,1,8,881,0.1129,0.1135,0.9081,0.0020179089418589,Measuring non-functional properties in software product lines for product derivation,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"") AND (""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"" OR ""feature configuration"" OR ""non-functional properties"" OR ""performance optimization"")",9.34
22,acm (22).bib,mistral-nemo:latest,prompt1,0,3,907,0.0,0.0,0.3308,0.0,Machine learning techniques to predict software defect,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"") AND (""software defect"" OR ""defect prediction"" OR ""software quality"")",6.18
23,acm (23).bib,mistral-nemo:latest,prompt1,1,8,848,0.1129,0.1179,0.9434,0.0020964360587002,Using machine learning to infer constraints for product lines,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"") AND (""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"" OR ""feature modeling"" OR ""cross-tree constraints"")",9.13
24,acm (24).bib,mistral-nemo:latest,prompt1,5,12,134,0.5643,3.7313,8.9552,0.0526777875329236,Cost-efficient sampling for performance prediction of configurable systems,"(""configurable systems"" OR ""software product line"" OR ""SPL"") AND (""performance prediction"" OR ""sampling strategies"" OR ""measurement effort"")",5.5
25,acm (25).bib,mistral-nemo:latest,prompt2,0,2,107,0.0,0.0,1.8692,0.0,SPL Conqueror: Toward optimization of non-functional properties in software product lines,"(""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"") AND (""non-functional properties"" OR ""quality attributes"" OR ""performance optimization"" OR ""footprint optimization"" OR ""energy efficiency"") AND (""measurement"" OR ""quantification"" OR ""assessment"") AND (""variant derivation"" OR ""product configuration"" OR ""feature selection"")",14.18
26,acm (26).bib,mistral-nemo:latest,prompt2,1,6,897,0.1129,0.1115,0.6689,0.0019111323459149,Measuring non-functional properties in software product lines for product derivation,"(""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"") AND (""non-functional property"" OR ""quality attribute"" OR ""performance"" OR ""binary size"" OR ""measurement"" OR ""optimization"")",8.41
27,acm (27).bib,mistral-nemo:latest,prompt2,0,1,159,0.0,0.0,0.6289,0.0,Machine learning techniques to predict software defect,"(""software defect"" OR ""defect prediction"") AND (""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"" OR ""PNN"" OR ""CART"" OR ""J48"") AND (""source code metrics"" OR ""code entities"" OR ""social structure of software project"")",10.65
28,acm (28).bib,mistral-nemo:latest,prompt2,1,9,787,0.1129,0.1271,1.1436,0.0022871664548919,Using machine learning to infer constraints for product lines,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"") AND (""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"" OR ""feature models"" OR ""configuration constraints"")",8.42
29,acm (29).bib,mistral-nemo:latest,prompt2,5,9,83,0.5643,6.0241,10.8434,0.0774526678141136,Cost-efficient sampling for performance prediction of configurable systems,"(""configurable systems"" OR ""software product lines"" OR ""SPL"" OR ""product line engineering"") AND (""performance prediction"" OR ""performance estimation"" OR ""variant analysis"" OR ""feature selection"") AND (""sampling strategies"" OR ""sample size determination"" OR ""measurement effort"" OR ""prediction accuracy"")",10.36
3,acm (3).bib,gemma3:12b,prompt0,0,5,953,0.0,0.0,0.5247,0.0,Using machine learning to infer constraints for product lines,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"" OR ""classification"" OR ""learning"") AND (""product line"" OR ""product-line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"" OR ""configuration management"" OR ""feature selection"") AND (""constraint"" OR ""constraints"" OR ""rules"" OR ""restrictions"" OR ""limitations"") AND (""oracle"" OR ""validation"" OR ""verification"" OR ""assessment"" OR ""evaluation"")",28.98
30,acm (30).bib,llama3.1:latest,prompt0,0,2,623,0.0,0.0,0.321,0.0,SPL Conqueror: Toward optimization of non-functional properties in software product lines,"(""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"") AND (""non-functional properties"" OR ""performance optimization"" OR ""footprint reduction"" OR ""energy efficiency"" OR ""variant derivation"" OR ""optimization goals"" OR ""measurement and evaluation"" OR ""holistic approach"" OR ""quantitative measurement"" OR ""qualitative specification"")",11.64
31,acm (31).bib,llama3.1:latest,prompt0,0,3,592,0.0,0.0,0.5068,0.0,Measuring non-functional properties in software product lines for product derivation,"(""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"") AND (""non-functional properties"" OR ""performance"" OR ""binary size"" OR ""efficiency"" OR ""effectiveness"" OR ""quality attributes"") AND (""measurement techniques"" OR ""evaluation methods"" OR ""configuration optimization"" OR ""user needs"" OR ""requirements analysis"")",5.44
32,acm (32).bib,llama3.1:latest,prompt0,0,5,906,0.0,0.0,0.5519,0.0,Machine learning techniques to predict software defect,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"" OR ""predictive models"") AND (""software defect"" OR ""defect prediction"" OR ""fault prediction"" OR ""software quality"" OR ""variability management"" OR ""product line engineering"" OR ""SPL"")",4.88
33,acm (33).bib,llama3.1:latest,prompt0,0,1,870,0.0,0.0,0.1149,0.0,Using machine learning to infer constraints for product lines,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"" OR ""inference"" OR ""constraint inference"") AND (""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"" OR ""constraints"" OR ""cross-tree constraints"")",4.76
34,acm (34).bib,llama3.1:latest,prompt0,6,14,917,0.6772,0.6543,1.5267,0.0091603053435114,Cost-efficient sampling for performance prediction of configurable systems,"(""sampling strategies"" OR ""performance prediction"" OR ""configurable systems"" OR ""system variants"") AND (""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"" OR ""feature combinatorics"" OR ""prediction accuracy"" OR ""measurement effort"")",4.49
35,acm (35).bib,llama3.1:latest,prompt1,0,2,597,0.0,0.0,0.335,0.0,SPL Conqueror: Toward optimization of non-functional properties in software product lines,"(""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"" OR ""program family"" OR ""family of products"") AND (""non-functional properties"" OR ""performance optimization"" OR ""footprint reduction"" OR ""energy efficiency"" OR ""optimization goals"" OR ""variant derivation"" OR ""measurement and evaluation"")",5.74
36,acm (36).bib,llama3.1:latest,prompt1,0,1,868,0.0,0.0,0.1152,0.0,Measuring non-functional properties in software product lines for product derivation,"(""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"" OR ""component-based design"" OR ""modular software development"") AND (""non-functional properties"" OR ""performance metrics"" OR ""binary size optimization"" OR ""efficiency measurement"" OR ""quality attributes"")",4.57
37,acm (37).bib,llama3.1:latest,prompt1,0,3,928,0.0,0.0,0.3233,0.0,Machine learning techniques to predict software defect,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"" OR ""predictive modeling"") AND (""software defect prediction"" OR ""defect detection"" OR ""fault prediction"" OR ""variability management"" OR ""product line engineering"" OR ""software quality assurance"")",4.61
38,acm (38).bib,llama3.1:latest,prompt1,1,8,832,0.1129,0.1202,0.9615,0.0021367521367521,Using machine learning to infer constraints for product lines,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"" OR ""artificial intelligence"" OR ""AI"") AND (""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"" OR ""feature configuration"" OR ""configuration constraints"" OR ""constraint inference"")",4.98
39,acm (39).bib,llama3.1:latest,prompt1,5,12,161,0.5643,3.1056,7.4534,0.0438436244062842,Cost-efficient sampling for performance prediction of configurable systems,"(""configurable systems"" OR ""variable systems"" OR ""product lines"" OR ""software product families"") AND (""performance prediction"" OR ""predictive modeling"" OR ""sampling strategies"" OR ""cost-efficient sampling"")",3.35
4,acm (4).bib,gemma3:12b,prompt0,4,9,294,0.4515,1.3605,3.0612,0.0188383045525902,Cost-efficient sampling for performance prediction of configurable systems,"(""configurable system"" OR ""configurable systems"" OR ""product line"" OR ""product lines"" OR ""software product line"" OR ""SPL"") AND (""performance prediction"" OR ""performance modeling"" OR ""performance evaluation"" OR ""performance analysis"") AND (""sampling"" OR ""sample selection"" OR ""subset selection"" OR ""reduced set"") AND (""feature"" OR ""features"" OR ""variability"")",22.12
40,acm (40).bib,llama3.1:latest,prompt2,0,2,352,0.0,0.0,0.5682,0.0,SPL Conqueror: Toward optimization of non-functional properties in software product lines,"(""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"") AND (""non-functional properties"" OR ""performance optimization"" OR ""energy efficiency"" OR ""footprint reduction"") AND (""optimization"" OR ""measurement"" OR ""quantification"" OR ""variant derivation"")",5.26
41,acm (41).bib,llama3.1:latest,prompt2,0,2,628,0.0,0.0,0.3185,0.0,Measuring non-functional properties in software product lines for product derivation,"(""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"") AND (""non-functional properties"" OR ""performance"" OR ""binary size"" OR ""efficiency"" OR ""effectiveness"" OR ""usability"" OR ""reliability"" OR ""maintainability"") AND (""software derivation"" OR ""product derivation"" OR ""configuration process"" OR ""code reuse"" OR ""domain-specific software development"")",6.68
42,acm (42).bib,llama3.1:latest,prompt2,0,2,913,0.0,0.0,0.2191,0.0,Machine learning techniques to predict software defect,"(""machine learning"" OR ""ML"" OR ""predictive models"" OR ""artificial intelligence"") AND (""software defect prediction"" OR ""defect detection"" OR ""fault prediction"" OR ""software quality assessment"" OR ""variability management"" OR ""product line engineering"" OR ""SPL"")",4.52
43,acm (43).bib,llama3.1:latest,prompt2,1,7,856,0.1129,0.1168,0.8178,0.0020443925233644,Using machine learning to infer constraints for product lines,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"" OR ""artificial intelligence"" OR ""AI"") AND (""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""variability management"" OR ""feature configuration"" OR ""configuration management"" OR ""constraints inference"" OR ""constraint-based reasoning"")",5.66
44,acm (44).bib,llama3.1:latest,prompt2,2,8,851,0.2257,0.235,0.9401,0.0037602820211515,Cost-efficient sampling for performance prediction of configurable systems,"(""sampling"" OR ""stratified sampling"" OR ""random sampling"" OR ""system performance prediction"") AND (""configurable systems"" OR ""software product line variability"" OR ""product line engineering"" OR ""variability management"" OR ""feature selection"" OR ""feature combinatorics"")",4.27
5,acm (5).bib,gemma3:12b,prompt1,0,0,294,0.0,0.0,0.0,,SPL Conqueror: Toward optimization of non-functional properties in software product lines,"(""software product line"" OR SPL OR ""product line engineering"" OR ""product family"") AND (""non-functional properties"" OR ""quality attributes"" OR performance OR footprint OR energy OR efficiency OR ""quality of service"" OR QoS) AND (""optimization"" OR ""optimization techniques"" OR ""performance tuning"" OR ""trade-off analysis"") AND (""variability management"" OR ""feature engineering"" OR ""configuration management"")",26.18
6,acm (6).bib,gemma3:12b,prompt1,1,5,903,0.1129,0.1107,0.5537,0.0018456995201181,Measuring non-functional properties in software product lines for product derivation,"(""software product line"" OR ""SPL"" OR ""product line engineering"" OR ""product family"") AND (""non-functional properties"" OR ""quality attributes"" OR ""performance"" OR ""reliability"" OR ""security"" OR ""maintainability"" OR ""scalability"" OR ""usability"" OR ""efficiency"") AND (""measurement"" OR ""metrics"" OR ""evaluation"" OR ""assessment"" OR ""analysis"")",22.63
7,acm (7).bib,gemma3:12b,prompt1,0,4,928,0.0,0.0,0.431,0.0,Machine learning techniques to predict software defect,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"" OR ""neural network"" OR ""classification"" OR ""prediction"") AND (""software defect"" OR ""defect prediction"" OR ""fault prediction"" OR ""bug prediction"" OR ""software quality"" OR ""fault detection"" OR ""error prediction"")",19.49
8,acm (8).bib,gemma3:12b,prompt1,1,7,881,0.1129,0.1135,0.7946,0.0019863791146424,Using machine learning to infer constraints for product lines,"(""machine learning"" OR ""ML"" OR ""supervised learning"" OR ""unsupervised learning"" OR ""classification"" OR ""learning"") AND (""product line"" OR ""product-line"" OR ""SPL"" OR ""product line engineering"" OR ""product family"" OR ""variability management"" OR ""configuration management"" OR ""software variants"") AND (""constraint"" OR ""constraints"" OR ""rules"" OR ""restrictions"" OR ""limitations"" OR ""dependencies"")",25.04
9,acm (9).bib,gemma3:12b,prompt1,5,11,442,0.5643,1.1312,2.4887,0.0155542986425339,Cost-efficient sampling for performance prediction of configurable systems,"(""configurable systems"" OR ""product family"" OR ""product line"" OR ""variant generation"" OR ""system variants"" OR ""feature combinations"") AND (""performance prediction"" OR ""performance modeling"" OR ""performance evaluation"" OR ""system performance"" OR ""runtime prediction"") AND (""sampling"" OR ""sample selection"" OR ""data sampling"" OR ""subset selection"" OR ""experimental design"")",20.81
