"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Olaechea R.; Rayside D.; Guo J.; Czarnecki K.","Olaechea, Rafael (55554790700); Rayside, Derek (6603182705); Guo, Jianmei (55550120500); Czarnecki, Krzysztof (6603948729)","55554790700; 6603182705; 55550120500; 6603948729","Comparison of exact and approximate multi-objective optimization for software product lines","2014","ACM International Conference Proceeding Series","1","","","92","101","9","71","10.1145/2648511.2648521","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907860098&doi=10.1145%2f2648511.2648521&partnerID=40&md5=e17a74d8dbd42c91187a0b8a7f3fc2e9","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84907860098"
"Shatnawi H.; Saquer J.","Shatnawi, Hazim (57194647258); Saquer, Jamil (6507854176)","57194647258; 6507854176","Neo4j’s BFS and DFS Evaluation in GDS and APOC Libraries with SPL Feature Models","2024","Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE","","","","48","50","2","0","10.18293/SEKE2024-110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218622380&doi=10.18293%2fSEKE2024-110&partnerID=40&md5=52641fdb1d918f2de1781cfe11440ee4","Conference paper","Final","","Scopus","2-s2.0-85218622380"
"Jamil M.A.; Alhindi A.; Arif M.; Nour M.K.; Abubakar N.S.A.; Aljabri T.F.","Jamil, Muhammad Abid (57212398330); Alhindi, Ahmad (55632703100); Arif, Muhammad (57701859000); Nour, Mohamed K. (56027613700); Abubakar, Normi Sham Awang (57218765883); Aljabri, Tareq Fahad (57215560333)","57212398330; 55632703100; 57701859000; 56027613700; 57218765883; 57215560333","Multiobjective Evolutionary Algorithms NSGA-II and NSGA-III for Software Product Lines Testing Optimization","2019","ICETAS 2019 - 2019 6th IEEE International Conference on Engineering, Technologies and Applied Sciences","","","9117500","","","","9","10.1109/ICETAS48360.2019.9117500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090213591&doi=10.1109%2fICETAS48360.2019.9117500&partnerID=40&md5=e19a9d827eda1337ff201d483981f207","Conference paper","Final","","Scopus","2-s2.0-85090213591"
"Abbas A.; Farah Siddiqui I.; Lee S.U.-J.; Kashif Bashir A.; Ejaz W.; Qureshi N.M.F.","Abbas, Asad (57189391152); Farah Siddiqui, Isma (57204099490); Lee, Scott Uk-Jin (56499567800); Kashif Bashir, Ali (57193954653); Ejaz, Waleed (35810235000); Qureshi, Nawab Muhammad Faseeh (57191380223)","57189391152; 57204099490; 56499567800; 57193954653; 35810235000; 57191380223","Multi-objective optimum solutions for IoT-Based feature models of software product line","2018","IEEE Access","6","","","12228","12239","11","22","10.1109/ACCESS.2018.2806944","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042858164&doi=10.1109%2fACCESS.2018.2806944&partnerID=40&md5=93662b5ffa032bfc78b37100217f8115","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85042858164"
"Markiegi U.","Markiegi, Urtzi (57194776588)","57194776588","Test optimisation for highly-configurable cyber-physical systems","2017","ACM International Conference Proceeding Series","2","","","139","144","5","7","10.1145/3109729.3109745","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032268986&doi=10.1145%2f3109729.3109745&partnerID=40&md5=fa418fe1cde7e3e705decc88baf35706","Conference paper","Final","","Scopus","2-s2.0-85032268986"
"Yadav H.; Charan Kumari A.; Chhikara R.","Yadav, Hitesh (57218502635); Charan Kumari, A. (55561056600); Chhikara, Rita (56136940800)","57218502635; 55561056600; 56136940800","Feature selection optimisation of software product line using metaheuristic techniques","2020","International Journal of Embedded Systems","13","1","","50","64","14","16","10.1504/IJES.2020.108284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089339040&doi=10.1504%2fIJES.2020.108284&partnerID=40&md5=30c8b55c442d7fb84764c6ff3d365836","Conference paper","Final","","Scopus","2-s2.0-85089339040"
"","","","Proceedings of the 25th ACM International Systems and Software Product Line Conference, SPLC 2021","2021","ACM International Conference Proceeding Series","Part F171625-B","","","","","144","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115137449&partnerID=40&md5=6974161af5f5044ef0b1190781849eaf","Conference review","Final","","Scopus","2-s2.0-85115137449"
"Yadav H.; Chhikara R.; Kumari A.C.","Yadav, Hitesh (57218502635); Chhikara, Rita (56136940800); Kumari, A. Charan (56019584100)","57218502635; 56136940800; 56019584100","A novel hybrid approach for feature selection in software product lines","2021","Multimedia Tools and Applications","80","4","","4919","4942","23","1","10.1007/s11042-020-09956-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091752452&doi=10.1007%2fs11042-020-09956-6&partnerID=40&md5=eca6ccebb15c8e8074048a1d445bf423","Article","Final","","Scopus","2-s2.0-85091752452"
"Etedali A.; Lung C.-H.; Ajila S.","Etedali, Azadeh (57196402439); Lung, Chung-Horng (13613176100); Ajila, Samuel (6507997919)","57196402439; 13613176100; 6507997919","Comparative Analysis of Genetic Algorithm and XML Filtering Technique for Multi-Tenant SaaS Configuration Management","2021","2021 IEEE 12th Annual Information Technology, Electronics and Mobile Communication Conference, IEMCON 2021","","","","223","228","5","1","10.1109/IEMCON53756.2021.9623123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123631859&doi=10.1109%2fIEMCON53756.2021.9623123&partnerID=40&md5=a9f64a1e68e7be7503516b12ef36eee2","Conference paper","Final","","Scopus","2-s2.0-85123631859"
"Munoz D.-J.","Munoz, Daniel-Jesus (57195945082)","57195945082","Achieving energy efficiency using a software product line approach","2017","ACM International Conference Proceeding Series","2","","","131","138","7","2","10.1145/3109729.3109744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032268352&doi=10.1145%2f3109729.3109744&partnerID=40&md5=ca3f1f6207b7e47c310183733963dfe0","Conference paper","Final","","Scopus","2-s2.0-85032268352"
"Yu H.; Shi K.; Guo J.; Fan G.; Yang X.; Chen L.","Yu, Huiqun (55494828500); Shi, Kai (57204395432); Guo, Jianmei (55550120500); Fan, Guisheng (24829046300); Yang, Xingguang (57202391638); Chen, Liqiong (35182591100)","55494828500; 57204395432; 55550120500; 24829046300; 57202391638; 35182591100","Combining Constraint Solving with Different MOEAs for Configuring Large Software Product Lines: A Case Study","2018","Proceedings - International Computer Software and Applications Conference","1","","8377640","54","63","9","3","10.1109/COMPSAC.2018.00016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055453374&doi=10.1109%2fCOMPSAC.2018.00016&partnerID=40&md5=fe0eec012b9bfa8c2ea4d4199ee6c639","Conference paper","Final","","Scopus","2-s2.0-85055453374"
"Lity S.; Al-Hajjaji M.; Thüm T.; Schaefer I.","Lity, Sascha (55249937100); Al-Hajjaji, Mustafa (57204343420); Thüm, Thomas (35761739500); Schaefer, Ina (55152409100)","55249937100; 57204343420; 35761739500; 55152409100","Optimizing product orders using graph algorithms for improving incremental product-line analysis","2017","ACM International Conference Proceeding Series","","","","60","67","7","17","10.1145/3023956.3023961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014898059&doi=10.1145%2f3023956.3023961&partnerID=40&md5=80b1adbddf289fb85c222a9eda885aa3","Conference paper","Final","","Scopus","2-s2.0-85014898059"
"ter Beek M.H.; Gnesi S.; Latella D.; Massink M.","ter Beek, Maurice H. (8382048200); Gnesi, Stefania (6603718373); Latella, Diego (6701359305); Massink, Mieke (6603145237)","8382048200; 6603718373; 6701359305; 6603145237","Towards automatic decision support for bike-sharing system design","2015","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9509","","","266","280","14","14","10.1007/978-3-662-49224-6_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956647179&doi=10.1007%2f978-3-662-49224-6_22&partnerID=40&md5=b686773003fea25d16ea95f0dea0ff90","Conference paper","Final","","Scopus","2-s2.0-84956647179"
"Shatnawi H.; Saquer J.","Shatnawi, Hazim (57194647258); Saquer, Jamil (6507854176)","57194647258; 6507854176","Encoding Feature Models in Neo4j Graph Database","2024","Proceedings of the 2024 ACM Southeast Conference, ACMSE 2024","","","","157","166","9","3","10.1145/3603287.3651199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192536267&doi=10.1145%2f3603287.3651199&partnerID=40&md5=733fa164881d7a086bac1ead114e4be6","Conference paper","Final","","Scopus","2-s2.0-85192536267"
