"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Hammad M.","Hammad, Mustafa (55409012900)","55409012900","Classifying defective software projects based on machine learning and complexity metrics","2021","International Journal of Computing Science and Mathematics","13","4","","401","412","11","2","10.1504/IJCSM.2021.117600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115346610&doi=10.1504%2fIJCSM.2021.117600&partnerID=40&md5=972b10649ede4a765ebc76ec683ee0fc","Article","Final","","Scopus","2-s2.0-85115346610"
"Iqbal A.; Aftab S.; Ali U.; Nawaz Z.; Sana L.; Ahmad M.; Husen A.","Iqbal, Ahmed (57208081618); Aftab, Shabib (57202829701); Ali, Umair (57209174355); Nawaz, Zahid (57202837177); Sana, Laraib (57209182652); Ahmad, Munir (57226132376); Husen, Arif (57209181061)","57208081618; 57202829701; 57209174355; 57202837177; 57209182652; 57226132376; 57209181061","Performance analysis of machine learning techniques on software defect prediction using NASA datasets","2019","International Journal of Advanced Computer Science and Applications","10","5","","300","308","8","89","10.14569/ijacsa.2019.0100538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066739131&doi=10.14569%2fijacsa.2019.0100538&partnerID=40&md5=039cbe35e0f11a12f4eb5be407c9b4b2","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85066739131"
"Ronchieri E.; Canaparo M.; Costantini A.; Duma D.C.","Ronchieri, Elisabetta (8211491800); Canaparo, Marco (34976326100); Costantini, Alessandro (8979348400); Duma, Doina Cristina (36973101000)","8211491800; 34976326100; 8979348400; 36973101000","Data mining techniques for software quality prediction: A comparative study","2018","2018 IEEE Nuclear Science Symposium and Medical Imaging Conference, NSS/MIC 2018 - Proceedings","","","8824313","","","","0","10.1109/NSSMIC.2018.8824313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073110620&doi=10.1109%2fNSSMIC.2018.8824313&partnerID=40&md5=da494fb4998306c090d6ab5be4337569","Conference paper","Final","","Scopus","2-s2.0-85073110620"
"Suryawanshi R.S.; Kadam A.; Anekar D.R.","Suryawanshi, Ranjeet Singh (57193877744); Kadam, Amol (57216622135); Anekar, D.R. (57216621849)","57193877744; 57216622135; 57216621849","Software defect prediction: A survey with machine learning approach","2020","International Journal of Advanced Science and Technology","29","5","","330","335","5","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084042023&partnerID=40&md5=ebc86f59f668c20e7ce1fd86d5cfb0f1","Article","Final","","Scopus","2-s2.0-85084042023"
"Mishra A.; Sharma A.","Mishra, Anurag (56699308100); Sharma, Ashish (58626558900)","56699308100; 58626558900","Improving Intelligence Metrics using Frequency Domain Convolutions for Improving Bug Prediction","2023","Recent Advances in Electrical and Electronic Engineering","16","8","","825","835","10","1","10.2174/2352096516666230516114420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173460069&doi=10.2174%2f2352096516666230516114420&partnerID=40&md5=c36accb36024cee3a49bb0cd2ce16ce9","Article","Final","","Scopus","2-s2.0-85173460069"
"Khan B.; Naseem R.; Shah M.A.; Wakil K.; Khan A.; Uddin M.I.; Mahmoud M.","Khan, Bilal (56654844100); Naseem, Rashid (36998693900); Shah, Muhammad Arif (56405926500); Wakil, Karzan (56102803300); Khan, Atif (55993914900); Uddin, M. Irfan (55946660600); Mahmoud, Marwan (57207689789)","56654844100; 36998693900; 56405926500; 56102803300; 55993914900; 55946660600; 57207689789","Software Defect Prediction for Healthcare Big Data: An Empirical Evaluation of Machine Learning Techniques","2021","Journal of Healthcare Engineering","2021","","8899263","","","","53","10.1155/2021/8899263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103633798&doi=10.1155%2f2021%2f8899263&partnerID=40&md5=1561ff068bf1173002ef5c8a644994be","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85103633798"
"Fathi R.T.; Fathi M.T.; Ammari M.; Allal L.B.","Fathi, Ramz Tsouli (58895444900); Fathi, Maroi Tsouli (57207997103); Ammari, Mohammed (58889577500); Allal, Laïla Ben (35602867200)","58895444900; 57207997103; 58889577500; 35602867200","BUILDING A MODEL FOR AUTOMOTIVE SOFTWARE DEFECTS PREDICTION USING MACHINE LEARNING AND FEATURES SELECTION TECHNIQUES","2024","Journal of Theoretical and Applied Information Technology","102","3","","968","979","11","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185518617&partnerID=40&md5=458518e3fe6821b6146c077567dfa3e8","Article","Final","","Scopus","2-s2.0-85185518617"
"Malhotra R.; Chawla S.; Sharma A.","Malhotra, Ruchika (15758058000); Chawla, Sonali (58078843600); Sharma, Anjali (56429810800)","15758058000; 58078843600; 56429810800","Software defect prediction based on multi-filter wrapper feature selection and deep neural network with attention mechanism","2025","Neural Computing and Applications","","","111026","","","","1","10.1007/s00521-024-10902-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217187869&doi=10.1007%2fs00521-024-10902-y&partnerID=40&md5=3b2e2a69565b5a8b613468acc8b305db","Article","Article in press","","Scopus","2-s2.0-85217187869"
"Malhotra R.; Jain J.","Malhotra, R. (15758058000); Jain, J. (57207990516)","15758058000; 57207990516","Predicting defects in object-oriented software using cost-sensitive classification","2021","IOP Conference Series: Materials Science and Engineering","1022","1","012112","","","","2","10.1088/1757-899X/1022/1/012112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100782598&doi=10.1088%2f1757-899X%2f1022%2f1%2f012112&partnerID=40&md5=97e136d161fbef6bb8906444c1b1ef65","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85100782598"
"Manjula C.; Florence L.","Manjula, C. (57213657918); Florence, Lilly (55834330600)","57213657918; 55834330600","Deep neural network based hybrid approach for software defect prediction using software metrics","2019","Cluster Computing","22","","","9847","9863","16","140","10.1007/s10586-018-1696-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040764703&doi=10.1007%2fs10586-018-1696-z&partnerID=40&md5=462168a0eb0d7d730a2eff85246f138c","Article","Final","","Scopus","2-s2.0-85040764703"
"Zaim A.; Ahmad J.; Zakaria N.H.; Su G.E.; Amnur H.","Zaim, Amirul (58046634800); Ahmad, Johanna (57193720009); Zakaria, Noor Hidayah (56830218900); Su, Goh Eg (57208255928); Amnur, Hidra (57204623296)","58046634800; 57193720009; 56830218900; 57208255928; 57204623296","Software Defect Prediction Framework Using Hybrid Software Metric","2022","International Journal on Informatics Visualization","6","4","","921","930","9","2","10.30630/joiv.6.4.1258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145933215&doi=10.30630%2fjoiv.6.4.1258&partnerID=40&md5=4bc2ffbf3157cd1f2c34f44c7492a103","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85145933215"
"Gurram R.; Babu Reddy M.; Tummala B.M.; Phaneendra K.; Ashok Reddy P.; Durga Prasad D.","Gurram, Rajendra (57252689600); Babu Reddy, M. (57195264289); Tummala, Bindu Madhavi (57211294244); Phaneendra, K. (57252808300); Ashok Reddy, P. (36679797900); Durga Prasad, D. (58723366500)","57252689600; 57195264289; 57211294244; 57252808300; 36679797900; 58723366500","A Novel Ant Colony Based Genetic Approach Neural Learning for Defect Prediction in Software Products","2024","ESIC 2024 - 4th International Conference on Emerging Systems and Intelligent Computing, Proceedings","","","","330","337","7","0","10.1109/ESIC60604.2024.10481623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190962286&doi=10.1109%2fESIC60604.2024.10481623&partnerID=40&md5=1436820ea7ac25ac47d8d234dbd48eca","Conference paper","Final","","Scopus","2-s2.0-85190962286"
"Xu J.; Wang F.; Ai J.","Xu, Jiaxi (57216952150); Wang, Fei (58599100300); Ai, Jun (57214531958)","57216952150; 58599100300; 57214531958","Defect Prediction with Semantics and Context Features of Codes Based on Graph Representation Learning","2021","IEEE Transactions on Reliability","70","2","9290043","613","625","12","62","10.1109/TR.2020.3040191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097938676&doi=10.1109%2fTR.2020.3040191&partnerID=40&md5=b22c0b47a913ba7342b5bd46c1e6261a","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85097938676"
"Gunda S.K.","Gunda, Sai Krishna (59490100300)","59490100300","Software Defect Prediction Using Advanced Ensemble Techniques: A Focus on Boosting and Voting Method","2024","IEEE International Conference on Electronic Systems and Intelligent Computing, ICESIC 2024 - Proceedings","","","","157","161","4","0","10.1109/ICESIC61777.2024.10846550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217871445&doi=10.1109%2fICESIC61777.2024.10846550&partnerID=40&md5=9ac8dd2bf8a518d626657c5d0553a949","Conference paper","Final","","Scopus","2-s2.0-85217871445"
"Jayanthi R.; Florence M.L.","Jayanthi, R. (59521964100); Florence, M. Lilly (55834330600)","59521964100; 55834330600","Improved Bayesian regularisation using neural networks based on feature selection for software defect prediction","2019","International Journal of Computer Applications in Technology","60","3","","225","241","16","7","10.1504/IJCAT.2019.100297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068028459&doi=10.1504%2fIJCAT.2019.100297&partnerID=40&md5=5640c4b80afa2de54bc08d161753c837","Article","Final","","Scopus","2-s2.0-85068028459"
"","","","Proceedings - 18th IEEE International Working Conference on Source Code Analysis and Manipulation, SCAM 2018","2018","Proceedings - 18th IEEE International Working Conference on Source Code Analysis and Manipulation, SCAM 2018","","","","","","256","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058305515&partnerID=40&md5=c9b3f4157fa52fae19f9fb80cd65b68c","Conference review","Final","","Scopus","2-s2.0-85058305515"
"Qiu S.; E B.; He J.; Liu L.","Qiu, Shaoming (36816344100); E, Bicong (59126852700); He, Jingjie (59495568200); Liu, Liangyu (59126852600)","36816344100; 59126852700; 59495568200; 59126852600","Survey of software defect prediction features","2025","Neural Computing and Applications","","","111537","","","","0","10.1007/s00521-024-10937-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213719328&doi=10.1007%2fs00521-024-10937-1&partnerID=40&md5=3a855285e4d3555e091c303a7cfdfc2a","Review","Article in press","","Scopus","2-s2.0-85213719328"
"Panda R.S.; Sharma M.; Tiwari R.","Panda, Radhe Shyam (57477079100); Sharma, Manisha (57190254926); Tiwari, Rajesh (57724377400)","57477079100; 57190254926; 57724377400","A Comparative Analysis of Techniques Used for Software Fault Identification: A Survey","2025","Lecture Notes in Electrical Engineering","1274 LNEE","","","1201","1209","8","0","10.1007/978-981-97-8043-3_181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208174404&doi=10.1007%2f978-981-97-8043-3_181&partnerID=40&md5=d03e01cef199b21d10535724d5630edb","Conference paper","Final","","Scopus","2-s2.0-85208174404"
"Bispo A.; Prudencio R.; Veras D.","Bispo, Alysson (56763944500); Prudencio, Ricardo (6602721735); Veras, Douglas (35755126400)","56763944500; 6602721735; 35755126400","Instance selection and class balancing techniques for cross project defect prediction","2018","Proceedings - 2018 Brazilian Conference on Intelligent Systems, BRACIS 2018","","","8575672","552","557","5","9","10.1109/BRACIS.2018.00101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060879258&doi=10.1109%2fBRACIS.2018.00101&partnerID=40&md5=864cb063b0b1f8e5d60357918d9a4364","Conference paper","Final","","Scopus","2-s2.0-85060879258"
"Li C.; Yuan Y.; Yang J.","Li, Chenlong (57427988900); Yuan, Yuyu (36726602900); Yang, Jincui (55199779000)","57427988900; 36726602900; 55199779000","Causally Remove Negative Confound Effects of Size Metric for Software Defect Prediction","2022","Applied Sciences (Switzerland)","12","3","1387","","","","1","10.3390/app12031387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123524404&doi=10.3390%2fapp12031387&partnerID=40&md5=bcab1cb70af26c0f7d54fc29a3b59105","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85123524404"
"Jadhav R.; Joshi S.D.; Thorat U.; Joshi A.S.","Jadhav, Rohini (57211299869); Joshi, Shashank.D. (56447745800); Thorat, Umesh (57211295198); Joshi, Aditi S. (57211291474)","57211299869; 56447745800; 57211295198; 57211291474","A survey on software defect prediction in cross project","2019","Proceedings of the 2019 6th International Conference on Computing for Sustainable Global Development, INDIACom 2019","","","8991334","1014","1019","5","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073335549&partnerID=40&md5=50830d6686f3bcd8c92343d4b378e3e4","Conference paper","Final","","Scopus","2-s2.0-85073335549"
"Arya A.; Malik S.K., Dr.","Arya, Ashima (56973586500); Malik, Sanjay Kumar (55757783601)","56973586500; 55757783601","Design an Improved Model of Software Defect Prediction Model for Web Applications","2023","2023 International Conference on Artificial Intelligence and Smart Communication, AISC 2023","","","","119","123","4","3","10.1109/AISC56616.2023.10085660","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153491953&doi=10.1109%2fAISC56616.2023.10085660&partnerID=40&md5=96005a8716b48e849f852e068a4c4568","Conference paper","Final","","Scopus","2-s2.0-85153491953"
"Yu T.; Wen W.; Han X.; Hayes J.H.","Yu, Tingting (36987016200); Wen, Wei (57190815916); Han, Xue (57169256100); Hayes, Jane Huffman (7403554664)","36987016200; 57190815916; 57169256100; 7403554664","ConPredictor: Concurrency Defect Prediction in Real-World Applications","2019","IEEE Transactions on Software Engineering","45","6","8252721","558","575","17","38","10.1109/TSE.2018.2791521","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041176093&doi=10.1109%2fTSE.2018.2791521&partnerID=40&md5=2455a90a9de502285e1be319b57b76ff","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85041176093"
"Desai B.; Sungkur R.K.","Desai, Bhoushika (57488739500); Sungkur, Roopesh Kevin (56094564500)","57488739500; 56094564500","Software Quality Prediction Using Machine Learning","2022","Lecture Notes in Networks and Systems","393","","","401","411","10","0","10.1007/978-3-030-94191-8_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126361669&doi=10.1007%2f978-3-030-94191-8_32&partnerID=40&md5=518ce5008b206a4203ed4a56125b3f17","Conference paper","Final","","Scopus","2-s2.0-85126361669"
"Mehta S.; Patnaik K.S.","Mehta, Sweta (57222256908); Patnaik, K. Sridhar (24438167800)","57222256908; 24438167800","Improved prediction of software defects using ensemble machine learning techniques","2021","Neural Computing and Applications","33","16","","10551","10562","11","55","10.1007/s00521-021-05811-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102026578&doi=10.1007%2fs00521-021-05811-3&partnerID=40&md5=b3a60d250a98b993fd618e9e0ee5b521","Article","Final","","Scopus","2-s2.0-85102026578"
"Thomas N.S.; Kaliraj S.","Thomas, Nikhil Saji (59093165600); Kaliraj, S. (56683196800)","59093165600; 56683196800","An Improved and Optimized Random Forest Based Approach to Predict the Software Faults","2024","SN Computer Science","5","5","530","","","","3","10.1007/s42979-024-02764-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192510013&doi=10.1007%2fs42979-024-02764-x&partnerID=40&md5=cb1d728b7debbcbf3ff2dcb25bfe5e49","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85192510013"
"Mehdi R.A.K.","Mehdi, Riyadh A. K. (6603209323)","6603209323","A Neuro-Fuzzy Model for Software Defects Prediction and Analysis","2021","Advances in Intelligent Systems and Computing","1250 AISC","","","440","451","11","0","10.1007/978-3-030-55180-3_33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090174819&doi=10.1007%2f978-3-030-55180-3_33&partnerID=40&md5=231a09a76f5de4cd9429d6bd98f1d375","Conference paper","Final","","Scopus","2-s2.0-85090174819"
"Tian X.; Chang J.; Zhang C.; Rong J.; Wang Z.; Zhang G.; Wang H.; Wu G.; Hu J.; Zhang Y.","Tian, Xiao (57485972100); Chang, Jiyou (58559931600); Zhang, Chi (58560405400); Rong, Jingfeng (57222335559); Wang, Ziyu (59450206800); Zhang, Guanghua (55619309101); Wang, He (55237485600); Wu, Gaofei (55286445400); Hu, Jinglu (7406417389); Zhang, Yuqing (56027290000)","57485972100; 58559931600; 58560405400; 57222335559; 59450206800; 55619309101; 55237485600; 55286445400; 7406417389; 56027290000","Survey of Open-Source Software Defect Prediction Method; [开源软件缺陷预测方法综述]","2023","Jisuanji Yanjiu yu Fazhan/Computer Research and Development","60","7","","1467","1488","21","3","10.7544/issn1000-1239.202221046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169555408&doi=10.7544%2fissn1000-1239.202221046&partnerID=40&md5=2da291f20fd61db4460df3e39092ae73","Article","Final","","Scopus","2-s2.0-85169555408"
