"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"","","","3rd International Conference on Electronic Governance with Emerging Technologies, EGETC 2024","2025","Communications in Computer and Information Science","2245 CCIS","","","","","224","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214517630&partnerID=40&md5=8a5a57b6157e35ec6af7226f841d688f","Conference review","Final","","Scopus","2-s2.0-85214517630"
"Li T.; Wang Z.; Shi P.","Li, Tong (59334697400); Wang, Zhong (56085407000); Shi, Peibei (56438696400)","59334697400; 56085407000; 56438696400","Within-project and cross-project defect prediction based on model averaging","2025","Scientific Reports","15","1","6390","","","","0","10.1038/s41598-025-90832-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218681253&doi=10.1038%2fs41598-025-90832-4&partnerID=40&md5=8b0ab6258673b3e66b9f60e1cef9ded6","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85218681253"
"Thi Minh Phuong H.; Vu Thu Nguyet P.; Huu Nhat Minh N.; Thi My Hanh L.; Thanh Binh N.","Thi Minh Phuong, Ha (57863549200); Vu Thu Nguyet, Pham (57758738800); Huu Nhat Minh, Nguyen (59556720800); Thi My Hanh, Le (59556515400); Thanh Binh, Nguyen (36052211500)","57863549200; 57758738800; 59556720800; 59556515400; 36052211500","A comparative study of handling imbalanced data using generative adversarial networks for machine learning based software fault prediction","2025","Applied Intelligence","55","4","280","","","","0","10.1007/s10489-024-05930-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217778512&doi=10.1007%2fs10489-024-05930-z&partnerID=40&md5=c87b2d8e5569bcfe03b841993771d02d","Article","Final","","Scopus","2-s2.0-85217778512"
"Dong X.; Wang J.; Liang Y.","Dong, Xin (57702863300); Wang, Jie (59552385600); Liang, Yan (57702058200)","57702863300; 59552385600; 57702058200","A Novel Ensemble Classifier Selection Method for Software Defect Prediction","2025","IEEE Access","13","","","25578","25597","19","0","10.1109/ACCESS.2025.3537658","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217568372&doi=10.1109%2fACCESS.2025.3537658&partnerID=40&md5=035421a8fd2f77775cb5caa6f8e5fe37","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85217568372"
"Malhotra R.; Singh P.","Malhotra, Ruchika (15758058000); Singh, Priya (57703196400)","15758058000; 57703196400","DHG-BiGRU: Dual-attention based hierarchical gated BiGRU for software defect prediction","2025","Information and Software Technology","179","","107646","","","","0","10.1016/j.infsof.2024.107646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212578039&doi=10.1016%2fj.infsof.2024.107646&partnerID=40&md5=6bf9cd999b0b5ea5f88e707926c176ee","Article","Final","","Scopus","2-s2.0-85212578039"
"Devi M.C.; Rajkumar T.D.","Devi, M. Chitra (59593542000); Rajkumar, T. Dhiliphan (57213307575)","59593542000; 57213307575","A novel attention based deep learning model for software defect prediction with bidirectional word embedding system","2025","Soft Computing","29","4","107538","2171","2188","17","0","10.1007/s00500-025-10475-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000275734&doi=10.1007%2fs00500-025-10475-5&partnerID=40&md5=b73194207b12a4b06920beed4c9479b5","Article","Final","","Scopus","2-s2.0-86000275734"
"Qiu S.; E B.; He J.; Liu L.","Qiu, Shaoming (36816344100); E, Bicong (59126852700); He, Jingjie (59495568200); Liu, Liangyu (59126852600)","36816344100; 59126852700; 59495568200; 59126852600","Survey of software defect prediction features","2025","Neural Computing and Applications","","","111537","","","","0","10.1007/s00521-024-10937-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213719328&doi=10.1007%2fs00521-024-10937-1&partnerID=40&md5=3a855285e4d3555e091c303a7cfdfc2a","Review","Article in press","","Scopus","2-s2.0-85213719328"
"Panda R.S.; Sharma M.; Tiwari R.","Panda, Radhe Shyam (57477079100); Sharma, Manisha (57190254926); Tiwari, Rajesh (57724377400)","57477079100; 57190254926; 57724377400","A Comparative Analysis of Techniques Used for Software Fault Identification: A Survey","2025","Lecture Notes in Electrical Engineering","1274 LNEE","","","1201","1209","8","0","10.1007/978-981-97-8043-3_181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208174404&doi=10.1007%2f978-981-97-8043-3_181&partnerID=40&md5=d03e01cef199b21d10535724d5630edb","Conference paper","Final","","Scopus","2-s2.0-85208174404"
"Alhazeem E.; Alsobeh A.; Al-Ahmad B.","Alhazeem, Ensaf (59526556900); Alsobeh, Anas (55349731700); Al-Ahmad, Bilal (57224521400)","59526556900; 55349731700; 57224521400","Enhancing Software Engineering Education through AI: An Empirical Study of Tree-Based Machine Learning for Defect Prediction","2024","Proceedings of 25th Annual Conference on Information Technology Education, SIGITE 2024","","","","153","156","3","2","10.1145/3686852.3686881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216033736&doi=10.1145%2f3686852.3686881&partnerID=40&md5=780abe9d528ed10656a1ed4a9b51409b","Conference paper","Final","","Scopus","2-s2.0-85216033736"
"Jiang F.; Hu Q.; Yang Z.; Liu J.; Du J.","Jiang, Feng (35751215800); Hu, Qiang (55227879500); Yang, Zhiyong (57657577700); Liu, Jinhuan (57197848006); Du, Junwei (55235436800)","35751215800; 55227879500; 57657577700; 57197848006; 55235436800","A neighborhood rough sets-based ensemble method, with application to software fault prediction","2025","Expert Systems with Applications","264","","125919","","","","0","10.1016/j.eswa.2024.125919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210714998&doi=10.1016%2fj.eswa.2024.125919&partnerID=40&md5=946a6a09561997cc7b8c029d011a0cfc","Article","Final","","Scopus","2-s2.0-85210714998"
"Mustaqeem M.; Saqib M.; Alam M.; Ahamd F.; Shahid M.","Mustaqeem, Mohd (57223112377); Saqib, Mohd (57201703520); Alam, Mahfooz (57202287390); Ahamd, Faisal (57197143274); Shahid, Mohammad (16203938500)","57223112377; 57201703520; 57202287390; 57197143274; 16203938500","Software Defects Prediction Using Generative Adversarial Network Based Data Balancing","2025","Communications in Computer and Information Science","2334 CCIS","","","346","364","18","0","10.1007/978-3-031-83790-6_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000958351&doi=10.1007%2f978-3-031-83790-6_22&partnerID=40&md5=9e611e547ffff4bf374de6cdacd9cc26","Conference paper","Final","","Scopus","2-s2.0-105000958351"
"Kalonia S.; Upadhyay A.","Kalonia, Seema (58975546100); Upadhyay, Amrita (57719846700)","58975546100; 57719846700","Comparative Analysis of Machine Learning Model and PSO Optimized CNN-RNN for Software Fault Prediction","2025","International Journal of Performability Engineering","21","1","","48","55","7","0","10.23940/ijpe.25.01.p5.4855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216952078&doi=10.23940%2fijpe.25.01.p5.4855&partnerID=40&md5=a68528398d625e29152de202529c1653","Article","Final","","Scopus","2-s2.0-85216952078"
"Dar A.W.; Farooq S.U.","Dar, Abdul Waheed (59179248200); Farooq, Sheikh Umar (55259943800)","59179248200; 55259943800","An ensemble model for addressing class imbalance and class overlap in software defect prediction","2024","International Journal of System Assurance Engineering and Management","15","12","","5584","5603","19","1","10.1007/s13198-024-02538-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208791371&doi=10.1007%2fs13198-024-02538-x&partnerID=40&md5=20a33036aef26bc1be80229a8a075556","Article","Final","","Scopus","2-s2.0-85208791371"
"Yang M.; Yang S.; Bian C.","Yang, Minghao (57487060500); Yang, Shunkun (54958512500); Bian, Chong (57193312957)","57487060500; 54958512500; 57193312957","Software Reliability Prediction by Adaptive Gated Recurrent Unit-Based Encoder-Decoder Model With Ensemble Empirical Mode Decomposition","2024","Software Testing Verification and Reliability","34","8","e1895","","","","0","10.1002/stvr.1895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204761559&doi=10.1002%2fstvr.1895&partnerID=40&md5=f19fc034cae27d1375836d44a1090ca6","Article","Final","","Scopus","2-s2.0-85204761559"
"Manchala P.; Tiwari A.; Bisi M.","Manchala, Pravali (57736671700); Tiwari, Ankur (59416381200); Bisi, Manjubala (56664163800)","57736671700; 59416381200; 56664163800","Multi objective binary Rao feature optimization for software defect prediction using machine learning models","2024","Soft Computing","28","23","102715","13541","13565","24","0","10.1007/s00500-024-10379-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209542934&doi=10.1007%2fs00500-024-10379-w&partnerID=40&md5=dcfb0ab43213a4fc5b07ac954c117ccc","Article","Final","","Scopus","2-s2.0-85209542934"
"Yu H.; Zhang Y.; Li Q.; Jiang L.; Shang Y.","Yu, Hao (59147037500); Zhang, Ying (59671490200); Li, Qian (59671325900); Jiang, Libiao (7403475970); Shang, Yunpeng (59163066700)","59147037500; 59671490200; 59671325900; 7403475970; 59163066700","Research on software defect prediction based on machine learning; [基 于 机 器 学 习 的 软 件 缺 陷 预 测 研 究]","2025","Chongqing Daxue Xuebao/Journal of Chongqing University","48","2","","10","21","11","0","10.11835/j.issn.1000-582X.2025.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000145588&doi=10.11835%2fj.issn.1000-582X.2025.02.002&partnerID=40&md5=eac5d52068ab1500983871c5c6fe4bd1","Article","Final","","Scopus","2-s2.0-86000145588"
"Madeyski L.; Stradowski S.","Madeyski, Lech (14045220900); Stradowski, Szymon (57899636200)","14045220900; 57899636200","Predicting test failures induced by software defects: A lightweight alternative to software defect prediction and its industrial application","2025","Journal of Systems and Software","223","","112360","","","","0","10.1016/j.jss.2025.112360","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216854849&doi=10.1016%2fj.jss.2025.112360&partnerID=40&md5=0e51f369b0ce34fe8592e9dac38d7001","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85216854849"
"Pandey A.; Jadhav A.","Pandey, Akshat (59445786000); Jadhav, Akshay (57654706200)","59445786000; 57654706200","Towards Effective Software Defect Prediction Using Machine Learning Techniques","2024","SN Computer Science","5","8","1096","","","","0","10.1007/s42979-024-03458-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210513248&doi=10.1007%2fs42979-024-03458-0&partnerID=40&md5=77b94a9d75ac95edf684e6d770d7277b","Article","Final","","Scopus","2-s2.0-85210513248"
